speaker,file_id,wav_path,ann_path
ASI,arctic_a0282,data/l2arctic_release_v5.0/ASI/wav/arctic_a0282.wav,data/l2arctic_release_v5.0/ASI/annotation/arctic_a0282.TextGrid
ZHAA,arctic_b0367,data/l2arctic_release_v5.0/ZHAA/wav/arctic_b0367.wav,data/l2arctic_release_v5.0/ZHAA/annotation/arctic_b0367.TextGrid
HJK,arctic_a0233,data/l2arctic_release_v5.0/HJK/wav/arctic_a0233.wav,data/l2arctic_release_v5.0/HJK/annotation/arctic_a0233.TextGrid
NCC,arctic_b0026,data/l2arctic_release_v5.0/NCC/wav/arctic_b0026.wav,data/l2arctic_release_v5.0/NCC/annotation/arctic_b0026.TextGrid
SVBI,arctic_a0088,data/l2arctic_release_v5.0/SVBI/wav/arctic_a0088.wav,data/l2arctic_release_v5.0/SVBI/annotation/arctic_a0088.TextGrid
ERMS,arctic_a0303,data/l2arctic_release_v5.0/ERMS/wav/arctic_a0303.wav,data/l2arctic_release_v5.0/ERMS/annotation/arctic_a0303.TextGrid
TXHC,arctic_a0095,data/l2arctic_release_v5.0/TXHC/wav/arctic_a0095.wav,data/l2arctic_release_v5.0/TXHC/annotation/arctic_a0095.TextGrid
ASI,arctic_a0026,data/l2arctic_release_v5.0/ASI/wav/arctic_a0026.wav,data/l2arctic_release_v5.0/ASI/annotation/arctic_a0026.TextGrid
HKK,arctic_a0089,data/l2arctic_release_v5.0/HKK/wav/arctic_a0089.wav,data/l2arctic_release_v5.0/HKK/annotation/arctic_a0089.TextGrid
TXHC,arctic_a0117,data/l2arctic_release_v5.0/TXHC/wav/arctic_a0117.wav,data/l2arctic_release_v5.0/TXHC/annotation/arctic_a0117.TextGrid
ABA,arctic_a0130,data/l2arctic_release_v5.0/ABA/wav/arctic_a0130.wav,data/l2arctic_release_v5.0/ABA/annotation/arctic_a0130.TextGrid
SVBI,arctic_a0116,data/l2arctic_release_v5.0/SVBI/wav/arctic_a0116.wav,data/l2arctic_release_v5.0/SVBI/annotation/arctic_a0116.TextGrid
BWC,arctic_a0095,data/l2arctic_release_v5.0/BWC/wav/arctic_a0095.wav,data/l2arctic_release_v5.0/BWC/annotation/arctic_a0095.TextGrid
YBAA,arctic_a0028,data/l2arctic_release_v5.0/YBAA/wav/arctic_a0028.wav,data/l2arctic_release_v5.0/YBAA/annotation/arctic_a0028.TextGrid
TNI,arctic_a0024,data/l2arctic_release_v5.0/TNI/wav/arctic_a0024.wav,data/l2arctic_release_v5.0/TNI/annotation/arctic_a0024.TextGrid
SKA,arctic_b0367,data/l2arctic_release_v5.0/SKA/wav/arctic_b0367.wav,data/l2arctic_release_v5.0/SKA/annotation/arctic_b0367.TextGrid
ERMS,arctic_a0363,data/l2arctic_release_v5.0/ERMS/wav/arctic_a0363.wav,data/l2arctic_release_v5.0/ERMS/annotation/arctic_a0363.TextGrid
YDCK,arctic_a0233,data/l2arctic_release_v5.0/YDCK/wav/arctic_a0233.wav,data/l2arctic_release_v5.0/YDCK/annotation/arctic_a0233.TextGrid
HKK,arctic_a0052,data/l2arctic_release_v5.0/HKK/wav/arctic_a0052.wav,data/l2arctic_release_v5.0/HKK/annotation/arctic_a0052.TextGrid
LXC,arctic_a0011,data/l2arctic_release_v5.0/LXC/wav/arctic_a0011.wav,data/l2arctic_release_v5.0/LXC/annotation/arctic_a0011.TextGrid
YKWK,arctic_a0093,data/l2arctic_release_v5.0/YKWK/wav/arctic_a0093.wav,data/l2arctic_release_v5.0/YKWK/annotation/arctic_a0093.TextGrid
TXHC,arctic_a0134,data/l2arctic_release_v5.0/TXHC/wav/arctic_a0134.wav,data/l2arctic_release_v5.0/TXHC/annotation/arctic_a0134.TextGrid
ABA,arctic_a0103,data/l2arctic_release_v5.0/ABA/wav/arctic_a0103.wav,data/l2arctic_release_v5.0/ABA/annotation/arctic_a0103.TextGrid
YKWK,arctic_a0090,data/l2arctic_release_v5.0/YKWK/wav/arctic_a0090.wav,data/l2arctic_release_v5.0/YKWK/annotation/arctic_a0090.TextGrid
NJS,arctic_a0117,data/l2arctic_release_v5.0/NJS/wav/arctic_a0117.wav,data/l2arctic_release_v5.0/NJS/annotation/arctic_a0117.TextGrid
TXHC,arctic_a0005,data/l2arctic_release_v5.0/TXHC/wav/arctic_a0005.wav,data/l2arctic_release_v5.0/TXHC/annotation/arctic_a0005.TextGrid
EBVS,arctic_a0095,data/l2arctic_release_v5.0/EBVS/wav/arctic_a0095.wav,data/l2arctic_release_v5.0/EBVS/annotation/arctic_a0095.TextGrid
MBMPS,arctic_a0027,data/l2arctic_release_v5.0/MBMPS/wav/arctic_a0027.wav,data/l2arctic_release_v5.0/MBMPS/annotation/arctic_a0027.TextGrid
SVBI,arctic_a0129,data/l2arctic_release_v5.0/SVBI/wav/arctic_a0129.wav,data/l2arctic_release_v5.0/SVBI/annotation/arctic_a0129.TextGrid
EBVS,arctic_a0078,data/l2arctic_release_v5.0/EBVS/wav/arctic_a0078.wav,data/l2arctic_release_v5.0/EBVS/annotation/arctic_a0078.TextGrid
RRBI,arctic_a0029,data/l2arctic_release_v5.0/RRBI/wav/arctic_a0029.wav,data/l2arctic_release_v5.0/RRBI/annotation/arctic_a0029.TextGrid
YKWK,arctic_a0365,data/l2arctic_release_v5.0/YKWK/wav/arctic_a0365.wav,data/l2arctic_release_v5.0/YKWK/annotation/arctic_a0365.TextGrid
SKA,arctic_a0099,data/l2arctic_release_v5.0/SKA/wav/arctic_a0099.wav,data/l2arctic_release_v5.0/SKA/annotation/arctic_a0099.TextGrid
LXC,arctic_a0036,data/l2arctic_release_v5.0/LXC/wav/arctic_a0036.wav,data/l2arctic_release_v5.0/LXC/annotation/arctic_a0036.TextGrid
YKWK,arctic_a0272,data/l2arctic_release_v5.0/YKWK/wav/arctic_a0272.wav,data/l2arctic_release_v5.0/YKWK/annotation/arctic_a0272.TextGrid
YBAA,arctic_b0310,data/l2arctic_release_v5.0/YBAA/wav/arctic_b0310.wav,data/l2arctic_release_v5.0/YBAA/annotation/arctic_b0310.TextGrid
YBAA,arctic_a0052,data/l2arctic_release_v5.0/YBAA/wav/arctic_a0052.wav,data/l2arctic_release_v5.0/YBAA/annotation/arctic_a0052.TextGrid
NCC,arctic_a0029,data/l2arctic_release_v5.0/NCC/wav/arctic_a0029.wav,data/l2arctic_release_v5.0/NCC/annotation/arctic_a0029.TextGrid
HJK,arctic_a0088,data/l2arctic_release_v5.0/HJK/wav/arctic_a0088.wav,data/l2arctic_release_v5.0/HJK/annotation/arctic_a0088.TextGrid
RRBI,arctic_a0098,data/l2arctic_release_v5.0/RRBI/wav/arctic_a0098.wav,data/l2arctic_release_v5.0/RRBI/annotation/arctic_a0098.TextGrid
TXHC,arctic_a0039,data/l2arctic_release_v5.0/TXHC/wav/arctic_a0039.wav,data/l2arctic_release_v5.0/TXHC/annotation/arctic_a0039.TextGrid
HQTV,arctic_b0386,data/l2arctic_release_v5.0/HQTV/wav/arctic_b0386.wav,data/l2arctic_release_v5.0/HQTV/annotation/arctic_b0386.TextGrid
TLV,arctic_a0006,data/l2arctic_release_v5.0/TLV/wav/arctic_a0006.wav,data/l2arctic_release_v5.0/TLV/annotation/arctic_a0006.TextGrid
ABA,arctic_a0039,data/l2arctic_release_v5.0/ABA/wav/arctic_a0039.wav,data/l2arctic_release_v5.0/ABA/annotation/arctic_a0039.TextGrid
NCC,arctic_b0203,data/l2arctic_release_v5.0/NCC/wav/arctic_b0203.wav,data/l2arctic_release_v5.0/NCC/annotation/arctic_b0203.TextGrid
TNI,arctic_b0197,data/l2arctic_release_v5.0/TNI/wav/arctic_b0197.wav,data/l2arctic_release_v5.0/TNI/annotation/arctic_b0197.TextGrid
BWC,arctic_a0048,data/l2arctic_release_v5.0/BWC/wav/arctic_a0048.wav,data/l2arctic_release_v5.0/BWC/annotation/arctic_a0048.TextGrid
ABA,arctic_a0003,data/l2arctic_release_v5.0/ABA/wav/arctic_a0003.wav,data/l2arctic_release_v5.0/ABA/annotation/arctic_a0003.TextGrid
SKA,arctic_a0029,data/l2arctic_release_v5.0/SKA/wav/arctic_a0029.wav,data/l2arctic_release_v5.0/SKA/annotation/arctic_a0029.TextGrid
MBMPS,arctic_a0111,data/l2arctic_release_v5.0/MBMPS/wav/arctic_a0111.wav,data/l2arctic_release_v5.0/MBMPS/annotation/arctic_a0111.TextGrid
NJS,arctic_a0090,data/l2arctic_release_v5.0/NJS/wav/arctic_a0090.wav,data/l2arctic_release_v5.0/NJS/annotation/arctic_a0090.TextGrid
TLV,arctic_a0109,data/l2arctic_release_v5.0/TLV/wav/arctic_a0109.wav,data/l2arctic_release_v5.0/TLV/annotation/arctic_a0109.TextGrid
ASI,arctic_a0127,data/l2arctic_release_v5.0/ASI/wav/arctic_a0127.wav,data/l2arctic_release_v5.0/ASI/annotation/arctic_a0127.TextGrid
SKA,arctic_a0107,data/l2arctic_release_v5.0/SKA/wav/arctic_a0107.wav,data/l2arctic_release_v5.0/SKA/annotation/arctic_a0107.TextGrid
BWC,arctic_a0576,data/l2arctic_release_v5.0/BWC/wav/arctic_a0576.wav,data/l2arctic_release_v5.0/BWC/annotation/arctic_a0576.TextGrid
TXHC,arctic_b0527,data/l2arctic_release_v5.0/TXHC/wav/arctic_b0527.wav,data/l2arctic_release_v5.0/TXHC/annotation/arctic_b0527.TextGrid
HKK,arctic_a0047,data/l2arctic_release_v5.0/HKK/wav/arctic_a0047.wav,data/l2arctic_release_v5.0/HKK/annotation/arctic_a0047.TextGrid
TNI,arctic_a0178,data/l2arctic_release_v5.0/TNI/wav/arctic_a0178.wav,data/l2arctic_release_v5.0/TNI/annotation/arctic_a0178.TextGrid
SVBI,arctic_b0315,data/l2arctic_release_v5.0/SVBI/wav/arctic_b0315.wav,data/l2arctic_release_v5.0/SVBI/annotation/arctic_b0315.TextGrid
LXC,arctic_a0109,data/l2arctic_release_v5.0/LXC/wav/arctic_a0109.wav,data/l2arctic_release_v5.0/LXC/annotation/arctic_a0109.TextGrid
NJS,arctic_b0150,data/l2arctic_release_v5.0/NJS/wav/arctic_b0150.wav,data/l2arctic_release_v5.0/NJS/annotation/arctic_b0150.TextGrid
THV,arctic_a0023,data/l2arctic_release_v5.0/THV/wav/arctic_a0023.wav,data/l2arctic_release_v5.0/THV/annotation/arctic_a0023.TextGrid
HQTV,arctic_a0039,data/l2arctic_release_v5.0/HQTV/wav/arctic_a0039.wav,data/l2arctic_release_v5.0/HQTV/annotation/arctic_a0039.TextGrid
YKWK,arctic_a0029,data/l2arctic_release_v5.0/YKWK/wav/arctic_a0029.wav,data/l2arctic_release_v5.0/YKWK/annotation/arctic_a0029.TextGrid
THV,arctic_b0481,data/l2arctic_release_v5.0/THV/wav/arctic_b0481.wav,data/l2arctic_release_v5.0/THV/annotation/arctic_b0481.TextGrid
TNI,arctic_a0088,data/l2arctic_release_v5.0/TNI/wav/arctic_a0088.wav,data/l2arctic_release_v5.0/TNI/annotation/arctic_a0088.TextGrid
YDCK,arctic_a0039,data/l2arctic_release_v5.0/YDCK/wav/arctic_a0039.wav,data/l2arctic_release_v5.0/YDCK/annotation/arctic_a0039.TextGrid
LXC,arctic_a0048,data/l2arctic_release_v5.0/LXC/wav/arctic_a0048.wav,data/l2arctic_release_v5.0/LXC/annotation/arctic_a0048.TextGrid
THV,arctic_a0038,data/l2arctic_release_v5.0/THV/wav/arctic_a0038.wav,data/l2arctic_release_v5.0/THV/annotation/arctic_a0038.TextGrid
MBMPS,arctic_b0461,data/l2arctic_release_v5.0/MBMPS/wav/arctic_b0461.wav,data/l2arctic_release_v5.0/MBMPS/annotation/arctic_b0461.TextGrid
TLV,arctic_a0128,data/l2arctic_release_v5.0/TLV/wav/arctic_a0128.wav,data/l2arctic_release_v5.0/TLV/annotation/arctic_a0128.TextGrid
THV,arctic_a0112,data/l2arctic_release_v5.0/THV/wav/arctic_a0112.wav,data/l2arctic_release_v5.0/THV/annotation/arctic_a0112.TextGrid
YBAA,arctic_a0032,data/l2arctic_release_v5.0/YBAA/wav/arctic_a0032.wav,data/l2arctic_release_v5.0/YBAA/annotation/arctic_a0032.TextGrid
LXC,arctic_a0037,data/l2arctic_release_v5.0/LXC/wav/arctic_a0037.wav,data/l2arctic_release_v5.0/LXC/annotation/arctic_a0037.TextGrid
TLV,arctic_a0375,data/l2arctic_release_v5.0/TLV/wav/arctic_a0375.wav,data/l2arctic_release_v5.0/TLV/annotation/arctic_a0375.TextGrid
TLV,arctic_a0020,data/l2arctic_release_v5.0/TLV/wav/arctic_a0020.wav,data/l2arctic_release_v5.0/TLV/annotation/arctic_a0020.TextGrid
TLV,arctic_a0178,data/l2arctic_release_v5.0/TLV/wav/arctic_a0178.wav,data/l2arctic_release_v5.0/TLV/annotation/arctic_a0178.TextGrid
LXC,arctic_a0052,data/l2arctic_release_v5.0/LXC/wav/arctic_a0052.wav,data/l2arctic_release_v5.0/LXC/annotation/arctic_a0052.TextGrid
THV,arctic_a0475,data/l2arctic_release_v5.0/THV/wav/arctic_a0475.wav,data/l2arctic_release_v5.0/THV/annotation/arctic_a0475.TextGrid
ASI,arctic_a0411,data/l2arctic_release_v5.0/ASI/wav/arctic_a0411.wav,data/l2arctic_release_v5.0/ASI/annotation/arctic_a0411.TextGrid
TNI,arctic_b0371,data/l2arctic_release_v5.0/TNI/wav/arctic_b0371.wav,data/l2arctic_release_v5.0/TNI/annotation/arctic_b0371.TextGrid
ASI,arctic_a0092,data/l2arctic_release_v5.0/ASI/wav/arctic_a0092.wav,data/l2arctic_release_v5.0/ASI/annotation/arctic_a0092.TextGrid
TXHC,arctic_b0481,data/l2arctic_release_v5.0/TXHC/wav/arctic_b0481.wav,data/l2arctic_release_v5.0/TXHC/annotation/arctic_b0481.TextGrid
PNV,arctic_a0058,data/l2arctic_release_v5.0/PNV/wav/arctic_a0058.wav,data/l2arctic_release_v5.0/PNV/annotation/arctic_a0058.TextGrid
YDCK,arctic_a0104,data/l2arctic_release_v5.0/YDCK/wav/arctic_a0104.wav,data/l2arctic_release_v5.0/YDCK/annotation/arctic_a0104.TextGrid
PNV,arctic_a0036,data/l2arctic_release_v5.0/PNV/wav/arctic_a0036.wav,data/l2arctic_release_v5.0/PNV/annotation/arctic_a0036.TextGrid
TLV,arctic_a0519,data/l2arctic_release_v5.0/TLV/wav/arctic_a0519.wav,data/l2arctic_release_v5.0/TLV/annotation/arctic_a0519.TextGrid
ZHAA,arctic_a0104,data/l2arctic_release_v5.0/ZHAA/wav/arctic_a0104.wav,data/l2arctic_release_v5.0/ZHAA/annotation/arctic_a0104.TextGrid
NJS,arctic_a0212,data/l2arctic_release_v5.0/NJS/wav/arctic_a0212.wav,data/l2arctic_release_v5.0/NJS/annotation/arctic_a0212.TextGrid
ZHAA,arctic_a0036,data/l2arctic_release_v5.0/ZHAA/wav/arctic_a0036.wav,data/l2arctic_release_v5.0/ZHAA/annotation/arctic_a0036.TextGrid
RRBI,arctic_b0160,data/l2arctic_release_v5.0/RRBI/wav/arctic_b0160.wav,data/l2arctic_release_v5.0/RRBI/annotation/arctic_b0160.TextGrid
EBVS,arctic_a0067,data/l2arctic_release_v5.0/EBVS/wav/arctic_a0067.wav,data/l2arctic_release_v5.0/EBVS/annotation/arctic_a0067.TextGrid
TXHC,arctic_a0073,data/l2arctic_release_v5.0/TXHC/wav/arctic_a0073.wav,data/l2arctic_release_v5.0/TXHC/annotation/arctic_a0073.TextGrid
BWC,arctic_a0090,data/l2arctic_release_v5.0/BWC/wav/arctic_a0090.wav,data/l2arctic_release_v5.0/BWC/annotation/arctic_a0090.TextGrid
HQTV,arctic_a0099,data/l2arctic_release_v5.0/HQTV/wav/arctic_a0099.wav,data/l2arctic_release_v5.0/HQTV/annotation/arctic_a0099.TextGrid
PNV,arctic_b0380,data/l2arctic_release_v5.0/PNV/wav/arctic_b0380.wav,data/l2arctic_release_v5.0/PNV/annotation/arctic_b0380.TextGrid
ZHAA,arctic_b0068,data/l2arctic_release_v5.0/ZHAA/wav/arctic_b0068.wav,data/l2arctic_release_v5.0/ZHAA/annotation/arctic_b0068.TextGrid
ZHAA,arctic_a0079,data/l2arctic_release_v5.0/ZHAA/wav/arctic_a0079.wav,data/l2arctic_release_v5.0/ZHAA/annotation/arctic_a0079.TextGrid
MBMPS,arctic_a0053,data/l2arctic_release_v5.0/MBMPS/wav/arctic_a0053.wav,data/l2arctic_release_v5.0/MBMPS/annotation/arctic_a0053.TextGrid
YBAA,arctic_a0005,data/l2arctic_release_v5.0/YBAA/wav/arctic_a0005.wav,data/l2arctic_release_v5.0/YBAA/annotation/arctic_a0005.TextGrid
ASI,arctic_a0104,data/l2arctic_release_v5.0/ASI/wav/arctic_a0104.wav,data/l2arctic_release_v5.0/ASI/annotation/arctic_a0104.TextGrid
EBVS,arctic_a0227,data/l2arctic_release_v5.0/EBVS/wav/arctic_a0227.wav,data/l2arctic_release_v5.0/EBVS/annotation/arctic_a0227.TextGrid
HKK,arctic_b0315,data/l2arctic_release_v5.0/HKK/wav/arctic_b0315.wav,data/l2arctic_release_v5.0/HKK/annotation/arctic_b0315.TextGrid
ERMS,arctic_b0534,data/l2arctic_release_v5.0/ERMS/wav/arctic_b0534.wav,data/l2arctic_release_v5.0/ERMS/annotation/arctic_b0534.TextGrid
SVBI,arctic_a0255,data/l2arctic_release_v5.0/SVBI/wav/arctic_a0255.wav,data/l2arctic_release_v5.0/SVBI/annotation/arctic_a0255.TextGrid
RRBI,arctic_a0424,data/l2arctic_release_v5.0/RRBI/wav/arctic_a0424.wav,data/l2arctic_release_v5.0/RRBI/annotation/arctic_a0424.TextGrid
PNV,arctic_a0062,data/l2arctic_release_v5.0/PNV/wav/arctic_a0062.wav,data/l2arctic_release_v5.0/PNV/annotation/arctic_a0062.TextGrid
NCC,arctic_a0051,data/l2arctic_release_v5.0/NCC/wav/arctic_a0051.wav,data/l2arctic_release_v5.0/NCC/annotation/arctic_a0051.TextGrid
RRBI,arctic_a0365,data/l2arctic_release_v5.0/RRBI/wav/arctic_a0365.wav,data/l2arctic_release_v5.0/RRBI/annotation/arctic_a0365.TextGrid
THV,arctic_a0052,data/l2arctic_release_v5.0/THV/wav/arctic_a0052.wav,data/l2arctic_release_v5.0/THV/annotation/arctic_a0052.TextGrid
YKWK,arctic_a0144,data/l2arctic_release_v5.0/YKWK/wav/arctic_a0144.wav,data/l2arctic_release_v5.0/YKWK/annotation/arctic_a0144.TextGrid
TLV,arctic_a0091,data/l2arctic_release_v5.0/TLV/wav/arctic_a0091.wav,data/l2arctic_release_v5.0/TLV/annotation/arctic_a0091.TextGrid
MBMPS,arctic_a0086,data/l2arctic_release_v5.0/MBMPS/wav/arctic_a0086.wav,data/l2arctic_release_v5.0/MBMPS/annotation/arctic_a0086.TextGrid
SKA,arctic_a0008,data/l2arctic_release_v5.0/SKA/wav/arctic_a0008.wav,data/l2arctic_release_v5.0/SKA/annotation/arctic_a0008.TextGrid
ABA,arctic_b0307,data/l2arctic_release_v5.0/ABA/wav/arctic_b0307.wav,data/l2arctic_release_v5.0/ABA/annotation/arctic_b0307.TextGrid
ZHAA,arctic_a0095,data/l2arctic_release_v5.0/ZHAA/wav/arctic_a0095.wav,data/l2arctic_release_v5.0/ZHAA/annotation/arctic_a0095.TextGrid
YDCK,arctic_b0143,data/l2arctic_release_v5.0/YDCK/wav/arctic_b0143.wav,data/l2arctic_release_v5.0/YDCK/annotation/arctic_b0143.TextGrid
